"citation_key","inclusion_1","inclusion_2","ec_org_level","comment"
"Meyers2007","no","NA","NA","-"
"Mi2014","no","NA","NA","-"
"Michel1998","no","NA","NA","-"
"Michioka2003","no","NA","NA","-"
"Micu2011","no","NA","NA","-"
"Middleton1995","no","NA","NA","-"
"Midelfort2010","no","NA","NA","-"
"Midtlyng2017","no","NA","NA","-"
"Mielke2009","no","NA","NA","-"
"Miller1999","no","NA","NA","-"
"Min2011","yes","TODO","TODO","-"
"Mingwen2004","no","NA","NA","-"
"Mirchandani1997","no","NA","NA","-"
"Mittleman2009","no","NA","NA","-"
"Miyazaki2013","no","NA","NA","-"
"Mller2011","no","NA","NA","-"
"Mller2019","no","NA","NA","-"
"Mo2017","no","NA","NA","-"
"Montanini2016","no","NA","NA","-"
"Montealegre1999","no","NA","NA","-"
"Montealegre2014","no","NA","NA","-"
"Moore2014","no","NA","NA","-"
"Moore2014a","no","NA","NA","-"
"Moore2014b","no","NA","NA","-"
"Moore2014c","no","NA","NA","-"
"Moquin2020","no","NA","NA","-"
"Morimura2014","no","NA","NA","-"
"Moris2017","no","NA","NA","-"
"Morton2004","yes","TODO","TODO","-"
"Morton2008","yes","TODO","TODO","-"
"Mosegaard2012","no","NA","NA","-"
"Moser2013","no","NA","NA","-"
"Muguerra2008","no","NA","NA","-"
"Muguerra2008a","no","NA","NA","-"
"Muhammad2013","no","NA","NA","-"
"Muhammad2018","no","NA","NA","-"
"Mussies2017","no","NA","NA","-"
"Nader2014","no","NA","NA","-"
"Naiwen2020","no","NA","NA","-"
"Nakayama2017","yes","TODO","TODO","-"
"Nazarene2012","no","NA","NA","-"
"Ndaguba2018","no","NA","NA","-"
"Neiderman1996","no","NA","NA","-"
"Nelson2007","no","NA","NA","-"
"Nesci2005","no","NA","NA","-"
"Neumann2016","no","NA","NA","-"
"Newell2002","no","NA","NA","-"
"Ng2007","yes","TODO","TODO","-"
"Ng2018","no","NA","NA","-"
"Nguyen2011","no","NA","NA","-"
"Niehaves2010","yes","TODO","TODO","-"
"Niehaves2010a","no","NA","NA","-"
"Nielsen2010","no","NA","NA","-"
"Nishikawa1994","no","NA","NA","-"
"Nishimori1991","no","NA","NA","-"
"Nkechikwu2019","no","NA","NA","-"
"Nordlund2018","no","NA","NA","-"
"Normile2001","no","NA","NA","-"
"Nslund1994","no","NA","NA","-"
"Nuraliev2020","no","NA","NA","-"
"Nye2018","no","NA","NA","-"
"Obermark2019","no","NA","NA","-"
"Ogorman2012","no","NA","NA","-"
"Oh2007","no","NA","NA","-"
"Oh2020","no","NA","NA","-"
"Ohno2001","no","NA","NA","-"
"Olberg1973","no","NA","NA","-"
"Olerup1991","no","NA","NA","-"
"Oleynikov2007","no","NA","NA","-"
"Ologeanutaddei2016","no","NA","NA","-"
"Omar2015","no","NA","NA","-"
"Ononiwu2018","no","NA","NA","-"
"Onuki1991","no","NA","NA","-"
"Oppenheim2014","no","NA","NA","-"
"Ortiz2018","no","NA","NA","-"
"Osei2015","no","NA","NA","-"
"Oterodaz2002","no","NA","NA","-"
"Otto2012","no","NA","NA","-"
"Overeem2014","no","NA","NA","-"
"Oyage2009","no","NA","NA","-"
"Paavola2017","no","NA","NA","-"
"Palermo2017","no","NA","NA","-"
"Paliwodapkosz2015","yes","TODO","TODO","-"
"Palka2018","no","NA","NA","-"
"Pan2001","no","NA","NA","-"
"Pan2006","no","NA","NA","-"
"Pan2007","no","NA","NA","-"
"Pan2009","yes","TODO","TODO","-"
"Pan2021","no","NA","NA","-"
"Panchakarla2014","no","NA","NA","-"
"Panchakarla2014a","no","NA","NA","-"
"Pang2010","no","NA","NA","-"
"Parhizkar2015","yes","TODO","TODO","-"
"Park2018","no","NA","NA","-"
"Park2020","no","NA","NA","-"
"Parr2005","no","NA","NA","-"
"Paschke2011","no","NA","NA","-"
"Passmore1980","no","NA","NA","-"
"Pavlick1994","no","NA","NA","-"
"Peachey1981","no","NA","NA","-"
"Pee2012","no","NA","NA","-"
"Peng2004","no","NA","NA","-"
"Peng2010","yes","TODO","TODO","-"
"Peng2012","no","NA","NA","-"
"Petrucci2018","no","NA","NA","-"
"Petrus2017","no","NA","NA","-"
"Pham2015","no","NA","NA","-"
"Philip2013","no","NA","NA","-"
"Pichler2010","no","NA","NA","-"
"Pilkington1998","no","NA","NA","-"
"Pinnington2007","no","NA","NA","-"
"Pirson2019","no","NA","NA","-"
"Pishdad2013","no","NA","NA","-"
"Pishdad2013a","no","NA","NA","-"
"Pivrinta2011","no","NA","NA","-"
"Plattfaut2011","no","NA","NA","-"
"Plenter2017","no","NA","NA","-"
"Plummer2009","no","NA","NA","-"
"Plummer2009a","no","NA","NA","-"
"Pobat2021","no","NA","NA","-"
"Poccia2010","no","NA","NA","-"
"Poston2016","no","NA","NA","-"
"Powell2017","no","NA","NA","-"
"Preznordtvedt2008","yes","TODO","TODO","-"
"Priesheje2006","yes","TODO","TODO","-"
"Priesheje2009","yes","TODO","TODO","-"
"Priesheje2010","no","NA","NA","-"
"Protasova2008","no","NA","NA","-"
"Pu2017","no","NA","NA","-"
"Puthiyottil2020","no","NA","NA","-"
"Putri2013","no","NA","NA","-"
"Putri2014","no","NA","NA","-"
"Qi2018","no","NA","NA","-"
"Qiu2017","no","NA","NA","-"
"Quarterly2015","no","NA","NA","-"
"Quarterly2015a","no","NA","NA","-"
"Quarterly2018","no","NA","NA","-"
"Quarterly2018a","no","NA","NA","-"
"Rabaai2009","no","NA","NA","-"
"Radeke2011","no","NA","NA","-"
"Raduescu2006","yes","TODO","TODO","-"
"Raghani2002","no","NA","NA","-"
"Rahimi2013","no","NA","NA","-"
"Rahmati2007","no","NA","NA","-"
"Rahrovani2014","no","NA","NA","-"
"Rai2015b","no","NA","NA","-"
"Rajapakse2006","yes","TODO","TODO","-"
"Rajapaksha2012","yes","TODO","TODO","-"
"Ralph2008","no","NA","NA","-"
"Ram2009","no","NA","NA","-"
"Ram2013","no","NA","NA","-"
"Ramasamy2016","no","NA","NA","-"
"Ramasubbu2014","no","NA","NA","-"
"Ramasubbu2015","no","NA","NA","-"
"Ramasubramaniam2017","no","NA","NA","-"
"Rana2008","no","NA","NA","-"
"Rao2020","no","NA","NA","-"
"Raymond2009","yes","TODO","TODO","-"
"Rder2014","yes","TODO","TODO","-"
"Rder2014a","yes","TODO","TODO","-"
"Rder2015","no","NA","NA","-"
"Recker2005","no","NA","NA","-"
"Recker2016","no","NA","NA","-"
"Recker2019","no","NA","NA","-"
"Reibenspiess2019","no","NA","NA","-"
"Reider2008","no","NA","NA","-"
"Reijden2010","no","NA","NA","-"
"Reisler1978","no","NA","NA","-"
"Reiz2016","yes","TODO","TODO","-"
"Ren2008","no","NA","NA","-"
"Revets2009","no","NA","NA","-"
"Reychav2010","no","NA","NA","-"
"Reynolds2010","no","NA","NA","-"
"Richards2011","no","NA","NA","-"
"Richter2011","no","NA","NA","-"
"Rieder2019","no","NA","NA","-"
"Riemer2008","no","NA","NA","-"
"Riemer2008a","no","NA","NA","-"
"Riemer2019","no","NA","NA","-"
"Rivasmurias2015","no","NA","NA","-"
"Rodon2006","no","NA","NA","-"
"Rodon2006a","no","NA","NA","-"
"Romm2014","no","NA","NA","-"
"Roosa2009","no","NA","NA","-"
"Rosemann2004","no","NA","NA","-"
"Rosemann2005","no","NA","NA","-"
"Rosemann2007","no","NA","NA","-"
"Rosenkranz2008","no","NA","NA","-"
"Ross2000","no","NA","NA","-"
"Rothe2017","no","NA","NA","-"
"Rothe2020","no","NA","NA","-"
"Roy2018","no","NA","NA","-"
"Rp2008","no","NA","NA","-"
"Rush2014","no","NA","NA","-"
"Ryu2013","no","NA","NA","-"
"Rzepka2020","no","NA","NA","-"
"Sacco2005","no","NA","NA","-"
"Sadeghi2014","no","NA","NA","-"
"Sadiq2007","yes","TODO","TODO","-"
"Salo2018","no","NA","NA","-"
"Sammer2013","no","NA","NA","-"
"Samoilov2011","no","NA","NA","-"
"Sandiumenge2016","no","NA","NA","-"
"Sannarnes2009","no","NA","NA","-"
"Santos2018","no","NA","NA","-"
"Sarens2014","no","NA","NA","-"
"Sarker2013","no","NA","NA","-"
"Sarker2019","no","NA","NA","-"
"Sarkis2009","no","NA","NA","-"
"Sasovova2001","no","NA","NA","-"
"Sathish2004","yes","TODO","TODO","-"
"Saurugger2007","no","NA","NA","-"
"Savoli2016","no","NA","NA","-"
"Saxena2017","no","NA","NA","-"
"Schaefer2017","no","NA","NA","-"
"Schellhammer2012","no","NA","NA","-"
"Schermann2007","no","NA","NA","-"
"Schermann2007a","no","NA","NA","-"
"Schmid2019","no","NA","NA","-"
"Schmidt2017","no","NA","NA","-"
"Schneider2016","no","NA","NA","-"
"Schroiff2011","no","NA","NA","-"
"Schulz2020","no","NA","NA","-"
"Schwalb2019","no","NA","NA","-"
"Scott2004","yes","TODO","TODO","-"
"Scott2006","no","NA","NA","-"
"Seddon2010","no","NA","NA","-"
"Sedera2001","no","NA","NA","-"
"Sedera2006","no","NA","NA","-"
"Sedera2006a","no","NA","NA","-"
"Sedera2008","no","NA","NA","-"
"Sedera2008a","no","NA","NA","-"
"Sedera2008b","yes","TODO","TODO","-"
"See2001","yes","TODO","TODO","-"
"Seidel2011","no","NA","NA","-"
"Seigel2017","no","NA","NA","-"
"Seo2013","no","NA","NA","-"
"Serra2018","no","NA","NA","-"
"Serra2018a","no","NA","NA","-"
"Serra2019","no","NA","NA","-"
"Shadur1976","no","NA","NA","-"
"Shadur1981","no","NA","NA","-"
"Shafagatova2019","no","NA","NA","-"
"Shakir2004","no","NA","NA","-"
"Shang2003","yes","TODO","TODO","-"
"Shang2005","yes","TODO","TODO","-"
"Shao2011","yes","TODO","TODO","-"
"Sharma2001","no","NA","NA","-"
"Sharma2003","no","NA","NA","-"
"Sharma2007","no","NA","NA","-"
"Sharma2010","no","NA","NA","-"
"Shawosh2019","no","NA","NA","-"
"Sheferaw2009","no","NA","NA","-"
"Shen2009","no","NA","NA","-"
"Sheng2018","no","NA","NA","-"
"Shiangyen2013","yes","TODO","TODO","-"
"Shimazu2017","no","NA","NA","-"
"Shongwe2019","no","NA","NA","-"
"Shropshire2018","no","NA","NA","-"
"Shutthanandan2017","no","NA","NA","-"
"Sia2002","yes","TODO","TODO","-"
"Sia2007","yes","TODO","TODO","-"
"Sia2008","no","NA","NA","-"
"Siau2013","no","NA","NA","-"
"Sidel1980","no","NA","NA","-"
"Silver1993","no","NA","NA","-"
"Silver1995","no","NA","NA","-"
"Sinharay2014","no","NA","NA","-"
"Siurdyban2009","no","NA","NA","-"
"Skauli2000","no","NA","NA","-"
"Slauch2019","no","NA","NA","-"
"Small1968","no","NA","NA","-"
"Smeller2013","no","NA","NA","-"
"Smit2020","no","NA","NA","-"
"Smith1997","no","NA","NA","-"
"Smith1997a","no","NA","NA","-"
"Smith2004","no","NA","NA","-"
"Smith2011","no","NA","NA","-"
"Smith2012","no","NA","NA","-"
"Smith2016","no","NA","NA","-"
"Smith2016a","no","NA","NA","-"
"Smyth2001","yes","TODO","TODO","-"
"Smyth2001a","no","NA","NA","-"
"Snauwaert2013","no","NA","NA","-"
"Sobotta2015","no","NA","NA","-"
"Soh2000","yes","TODO","TODO","-"
"Soh2000a","yes","TODO","TODO","-"
"Soh2008","no","NA","NA","-"
"Soja2007","no","NA","NA","-"
"Soja2013","yes","TODO","TODO","-"
"Song2016","no","NA","NA","-"
"Soriano2020","no","NA","NA","-"
"Spahn2008","no","NA","NA","-"
"Spazzin2013","no","NA","NA","-"
"Spence2007","no","NA","NA","-"
"Spierings2012","yes","TODO","TODO","-"
"Staehr2011","no","NA","NA","-"
"Staudenmayer1995","no","NA","NA","-"
"Stein2014","no","NA","NA","-"
"Steinman2013","no","NA","NA","-"
"Sthle2010","no","NA","NA","-"
"Stich2019","no","NA","NA","-"
"Stieglitz2017","no","NA","NA","-"
"Stijn2000","yes","TODO","TODO","-"
"Stirrat2008","no","NA","NA","-"
"Street2010","yes","TODO","TODO","-"
"Strong2010","yes","TODO","TODO","-"
"Strunz2013","no","NA","NA","-"
"Stuart2010","no","NA","NA","-"
"Stuart2013","no","NA","NA","-"
"Sturm2020","no","NA","NA","-"
"Styles2018","no","NA","NA","-"
"Suh1996","no","NA","NA","-"
"Suhir2016","no","NA","NA","-"
"Sumner2018","no","NA","NA","-"
"Sun2002","no","NA","NA","-"
"Sun2006","no","NA","NA","-"
"Sun2017","no","NA","NA","-"
"Sun2018","no","NA","NA","-"
"Sun2020","no","NA","NA","-"
"Suraweera2007","no","NA","NA","-"
"Susarla2003","no","NA","NA","-"
"Suwannakoot2011","no","NA","NA","-"
"Svejvig2013","yes","TODO","TODO","-"
"Takase2001","no","NA","NA","-"
"Talwar2009","no","NA","NA","-"
"Tams2017","no","NA","NA","-"
"Tams2018","no","NA","NA","-"
"Tan2002","yes","TODO","TODO","-"
"Tan2014","no","NA","NA","-"
"Tan2015","no","NA","NA","-"
"Tan2018","no","NA","NA","-"
"Tan2020","no","NA","NA","-"
"Tang2009","no","NA","NA","-"
"Tangwaragorn2018","no","NA","NA","-"
"Tanner2017","no","NA","NA","-"
"Tanriverdi2018","no","NA","NA","-"
"Tarkkanen2019","no","NA","NA","-"
"Tarkkanen2019a","no","NA","NA","-"
"Tatebayashi2008","no","NA","NA","-"
"Tatebayashi2009","no","NA","NA","-"
"Taylor1982","no","NA","NA","-"
"Taylor2019","no","NA","NA","-"
"Teoh2006","no","NA","NA","-"
"Teoh2006a","no","NA","NA","-"
"Teoh2008","no","NA","NA","-"
"Terry2010","no","NA","NA","-"
"Tesi2020","no","NA","NA","-"
"Teys2020","no","NA","NA","-"
"Thatcher2000","no","NA","NA","-"
"Thompson2002","no","NA","NA","-"
"Thumm2018","no","NA","NA","-"
"Tijmstra2020","no","NA","NA","-"
"Tiley2009","no","NA","NA","-"
"Titlestad2009","no","NA","NA","-"
"Tofangchi2019","no","NA","NA","-"
"Tognonato1995","no","NA","NA","-"
"Toivonen2003","no","NA","NA","-"
"Tomer2014","no","NA","NA","-"
"Tomer2015","no","NA","NA","-"
"Tomer2019","no","NA","NA","-"
"Tong2001","no","NA","NA","-"
"Tong2015","no","NA","NA","-"
"Toriyama2007","no","NA","NA","-"
"Torres2013","no","NA","NA","-"
"Tractinsky1995","no","NA","NA","-"
"Tredgold1956","no","NA","NA","-"
"Treib2003","no","NA","NA","-"
"Trenz2020","no","NA","NA","-"
"Tristnvega2021","no","NA","NA","-"
"Trkman2009","no","NA","NA","-"
"Truex2016","no","NA","NA","-"
"Trukhanov2014","no","NA","NA","-"
"Trukhanov2019","no","NA","NA","-"
"Trump2014","no","NA","NA","-"
"Truta2014","no","NA","NA","-"
"Tsai2001","no","NA","NA","-"
"Tsukada2001","no","NA","NA","-"
"Tulivaye2014","yes","TODO","TODO","-"
"Tunc2017","no","NA","NA","-"
"Tunc2019","no","NA","NA","-"
"Turner2019","no","NA","NA","-"
"Turnipseed2020","no","NA","NA","-"
"Tyler2009","no","NA","NA","-"
"Tyrer2010","no","NA","NA","-"
"Ulmer2014","no","NA","NA","-"
"Umair2019","no","NA","NA","-"
"Uppatumwichian2011","no","NA","NA","-"
"Usman2014","yes","TODO","TODO","-"
"Usman2020","no","NA","NA","-"
"Van2010","no","NA","NA","-"
"Van2012a","no","NA","NA","-"
"Van2016","no","NA","NA","-"
"Van2017","no","NA","NA","-"
"Vandenberghe2015","no","NA","NA","-"
"Varajo2016","no","NA","NA","-"
"Varajo2018","no","NA","NA","-"
"Vatanasakdakul2006","no","NA","NA","-"
"Vatanasakdakul2008","no","NA","NA","-"
"Venkatesh2019","no","NA","NA","-"
"Vesselkov2019","no","NA","NA","-"
"Vessey2004","no","NA","NA","-"
"Viswanathan2000","no","NA","NA","-"
"Viswanathan2000a","no","NA","NA","-"
"Vleugels2019","no","NA","NA","-"
"Voelpel2006","yes","TODO","TODO","-"
"Vogel2016","no","NA","NA","-"
"Vogel2020","no","NA","NA","-"
"Volkoff2002","no","NA","NA","-"
"Volkoff2011","no","NA","NA","-"
"Vom2011","no","NA","NA","-"
"Vos2016","no","NA","NA","-"
"Vwelck2018","no","NA","NA","-"
"Wagner2007","yes","TODO","TODO","-"
"Wagner2013","no","NA","NA","-"
"Walsh2008","no","NA","NA","-"
"Walsh2014","no","NA","NA","-"
"Walsh2015","no","NA","NA","-"
"Wan2001","no","NA","NA","-"
"Wan2010","no","NA","NA","-"
"Wang2006","yes","TODO","TODO","-"
"Wang2014","no","NA","NA","-"
"Wang2016","yes","TODO","TODO","-"
"Wang2016a","no","NA","NA","-"
"Wang2017","no","NA","NA","-"
"Wang2018","no","NA","NA","-"
"Wang2019","no","NA","NA","-"
"Wang2020","no","NA","NA","-"
"Wang2020a","no","NA","NA","-"
"Wang2020b","no","NA","NA","-"
"Warraich2016","no","NA","NA","-"
"Wattal2009","no","NA","NA","-"
"Weaver2015","no","NA","NA","-"
"Weeger2016","no","NA","NA","-"
"Weeger2017","no","NA","NA","-"
"Wehmeyer2007","no","NA","NA","-"
"Wei2005","no","NA","NA","-"
"Weinzierl2020","yes","TODO","TODO","-"
"Weisheimer2013","no","NA","NA","-"
"Welles1996","no","NA","NA","-"
"Wen2017","no","NA","NA","-"
"Weng2019","no","NA","NA","-"
"Werner2020","no","NA","NA","-"
"Wertheimer2011","no","NA","NA","-"
"Wessel2021","no","NA","NA","-"
"Wheeler2007","no","NA","NA","-"
"Wickramasinghe2018","no","NA","NA","-"
"Wie2004","yes","TODO","TODO","-"
"Wiedemann2019","no","NA","NA","-"
"Wiesche2017","no","NA","NA","-"
"Wijnhoven2016","no","NA","NA","-"
"Williams2009","yes","TODO","TODO","-"
"Williams2009a","no","NA","NA","-"
"Williamson2021","no","NA","NA","-"
"Willnerreid2018","no","NA","NA","-"
"Wilson2004","no","NA","NA","-"
"Wilson2013","no","NA","NA","-"
"Wind2019","no","NA","NA","-"
"Winkler2011","no","NA","NA","-"
"Winkler2012","no","NA","NA","-"
"Winkler2018","no","NA","NA","-"
"Winkler2020","yes","TODO","TODO","-"
"Wirtschafter1995","no","NA","NA","-"
"Witte2019","no","NA","NA","-"
"Wlfl2017","no","NA","NA","-"
"Wolf2019","yes","TODO","TODO","-"
"Wolf2020","no","NA","NA","-"
"Wolters2018","yes","TODO","TODO","-"
"Wong2000","no","NA","NA","-"
"Wong2005","yes","TODO","TODO","-"
"Worcester2011","no","NA","NA","-"
"Worrell2006","yes","TODO","TODO","-"
"Wright1986","no","NA","NA","-"
"Wu2005","no","NA","NA","-"
"Wu2005a","yes","TODO","TODO","-"
"Wu2006","no","NA","NA","-"
"Wu2007","yes","TODO","TODO","-"
"Wu2007a","yes","TODO","TODO","-"
"Wu2015","yes","TODO","TODO","-"
"Wu2018","no","NA","NA","-"
"Wynn2020","no","NA","NA","-"
"Xiangrong2006","no","NA","NA","-"
"Xie2010","no","NA","NA","-"
"Xie2013","no","NA","NA","-"
"Xin2008","no","NA","NA","-"
"Xinpeng2017","no","NA","NA","-"
"Xu2004","no","NA","NA","-"
"Xu2016","no","NA","NA","-"
"Xu2018","no","NA","NA","-"
"Xu2018a","no","NA","NA","-"
"Xu2018b","no","NA","NA","-"
"Xu2020","no","NA","NA","-"
"Xue2007","no","NA","NA","-"
"Yan2013","no","NA","NA","-"
"Yan2013a","no","NA","NA","-"
"Yan2013b","no","NA","NA","-"
"Yang2004","no","NA","NA","-"
"Yang2009","no","NA","NA","-"
"Yang2009a","no","NA","NA","-"
"Yang2013","no","NA","NA","-"
"Yang2020","no","NA","NA","-"
"Yasui1995","no","NA","NA","-"
"Yayla2011","no","NA","NA","-"
"Yen2017","no","NA","NA","-"
"Yeow2008","no","NA","NA","-"
"Yeow2013","yes","TODO","TODO","-"
"Yetton1993","no","NA","NA","-"
"Yetton1995","no","NA","NA","-"
"Yin2020","no","NA","NA","-"
"Yip2017","no","NA","NA","-"
"Yoo2007","no","NA","NA","-"
"Yoo2008","no","NA","NA","-"
"Yu2017","no","NA","NA","-"
"Yu2019","no","NA","NA","-"
"Zach2011","yes","TODO","TODO","-"
"Zakaria2010","no","NA","NA","-"
"Zand2010","no","NA","NA","-"
"Zatzick2012","no","NA","NA","-"
"Zaumseil2015","no","NA","NA","-"
"Zavodov2019","no","NA","NA","-"
"Zelt2014","no","NA","NA","-"
"Zeng2009","no","NA","NA","-"
"Zenk2016","no","NA","NA","-"
"Zhang2002","no","NA","NA","-"
"Zhang2004","no","NA","NA","-"
"Zhang2005","no","NA","NA","-"
"Zhang2008","no","NA","NA","-"
"Zhang2010","no","NA","NA","-"
"Zhang2015","no","NA","NA","-"
"Zhang2015a","no","NA","NA","-"
"Zhang2017","no","NA","NA","-"
"Zhang2017a","no","NA","NA","-"
"Zhang2018","no","NA","NA","-"
"Zhang2018a","no","NA","NA","-"
"Zhang2019","no","NA","NA","-"
"Zhang2020","no","NA","NA","-"
"Zhang2020a","no","NA","NA","-"
"Zhang2021","no","NA","NA","-"
"Zhao2013","no","NA","NA","-"
"Zhao2017","no","NA","NA","-"
"Zhao2017a","no","NA","NA","-"
"Zhou2014","no","NA","NA","-"
"Zhou2016","yes","TODO","TODO","-"
"Zoet2013","no","NA","NA","-"
"Zrinscak2017","no","NA","NA","-"
"Zubielevitch2021","no","NA","NA","-"
"Zulkifli2013","no","NA","NA","-"
"Zwicker1995","no","NA","NA","-"
