,,355,International Journal of Innovation and Sustainable Development,,,1291,International Journal for Innovation Education and Research
,,356,International Journal of Innovation and Technology Management,,,1292,International Journal for Innovative Research in Multidisciplinary Field
,,357,International Journal of Innovation Management,,,1293,International Journal for Innovative Research in Science and Technology
,,358,International Journal of Integrated Supply Management,,,1294,International Journal for Modern Trends in Science and Technology
,,359,International Journal of Internet Marketing and Advertising,,,1295,International Journal for Pharmaceutical Research Scholars
,,360,International Journal of Knowledge Management (IJKM),,,1296,International Journal for Research & Development in Technology
,,361,International Journal of Knowledge Management Studies (eingestellt 2012),,,1297,International Journal for Research in Applied Science and Engineering Technology
,,362,International Journal of Learning and Change,,,1298,International Journal for Research in Emerging Science and Technology
,,363,International Journal of Logistics Management,,,1299,International Journal for Research in Engineering Application & Management
,,364,International Journal of Logistics: Research and Applications,,,1300,International Journal for Scientific Research & Development
,,365,International Journal of Management and Enterprise Development,,,1301,International Journal for Technological Research in Engineering
,,366,International Journal of Management Practice,,,1302,International Journal of Abdominal Research
,,367,International Journal of Management Reviews IJMR,,,1303,International Journal of Academic Research
,,368,International Journal of Managerial and Financial Accounting,,,1304,International Journal of Academic Studies
,,369,International Journal of Manpower,,,1305,International Journal of Advance Computing Techniques and Applications
,,370,International Journal of Market Research (fr¸her: Journal of the Market Research Society),,,1306,International Journal of Advance Engineering and Research Development
,,371,International Journal of Microsimulation,,,1307,International Journal of Advance Foundation and Research in Computer
,,372,International Journal of Mobile Communications,,,1308,International Journal of Advance Foundation and Research in Science and Engineering
,,373,International Journal of Networking and Virtual Organisations,,,1309,International Journal of Advance Research and Innovation
,,374,International Journal of Nonprofit and Voluntary Sector Marketing,,,1310,International Journal of Advance Research and Innovative Ideas in Education
,,375,International Journal of Operations & Production Management,,,1311,International Journal of Advance Research in Computer Science And Management
,,376,International Journal of Operations and Quantitative Management,,,1312,International Journal of Advance Research in Science and Engineering
,,377,International Journal of Operational Research,,,1313,International Journal of Advance Research
,,378,International Journal of Physical Distribution & Logistics Management,,,1314,International Journal of Advanced Academic Research
,,379,International Journal of Product Development,,,1315,International Journal of Advanced and Applied Sciences
,,380,International Journal of Product Lifecycle Management,,,1316,International Journal of Advanced and Innovative Research
,,381,International Journal of Production Economics,,,1317,International Journal of Advanced Computer Research
,,382,International Journal of Production Research,,,1318,International Journal of Advanced Computer Technology
,,383,International Journal of Productivity and Performance Management,,,1319,International Journal of Advanced Computer Technology
,,384,International Journal of Project Management,,,1320,International Journal of Advanced Education and Research
,,385,International Journal of Project Organization and Management Science (IJPOM),,,1321,International Journal of Advanced Engineering and Management Research
,,386,International Journal of Public Administration,,,1322,International Journal of Advanced Engineering and Nano Technology
,,387,International Journal of Public Sector Management,,,1323,International Journal of Advanced Engineering Applications
,,388,International Journal of Public Sector Performance Management,,,1324,International Journal of Advanced Engineering Research and Applications
,,389,International Journal of Research in Marketing,,,1325,International Journal of Advanced Engineering Research and Science
,,390,International Journal of Retail & Distribution Management,,,1326,International Journal of Advanced Engineering Science and Technological Research
,,391,International Journal of Revenue Management,,,1327,International Journal of Advanced Engineering Science and Technological Research
,,392,"International Journal of Service Science, Management, Engineering, and Technology (IJSSMET)",,,1328,International Journal of Advanced Engineering
,,393,International Journal of Services and Operations Management,,,1329,International Journal of Advanced Information in Arts Science and Management
,,394,International Journal of Services Technology and Management,,,1330,International Journal of Advanced Information Science and Technology
,,395,International Journal of Sports Marketing & Sponsorship,,,1331,International Journal of Advanced Life Sciences
,,396,International Journal of Strategic Management (IJSM): A Publication of the Academy of International Business and Economics,,,1332,International Journal of Advanced Multidisciplinary Research
,,397,International Journal of Sustainable Strategic Management,,,1333,International Journal of Advanced Networking and Applications
,,398,International Journal of Technology Assessment in Health Care,,,1334,International Journal of Advanced Research
,,399,International Journal of Technology Intelligence and Planning,,,1335,International Journal of Advanced Research and Publications
,,400,International Journal of Technology Management,,,1336,International Journal of Advanced Research and Review
,,401,International Journal of Technology Marketing,,,1337,International Journal of Advanced Research in Applied Science and Technology
,,402,International Journal of the Economics of Business,,,1338,International Journal of Advanced Research in Biological Sciences
,,403,International Journal of Theoretical and Applied Finance,,,1339,International Journal of Advanced Research in Biology
,,404,International Journal on Media Management,,,1340,International Journal of Advanced Research in Computer and Communication Engineering
,,405,International Marketing Review,,,1341,International Journal of Advanced Research in Computer Engineering & Technology
,,406,International Public Management Journal,,,1342,International Journal of Advanced Research in Computer Science & Technology
,,407,International Public Management Review (IPMR),,,1343,International Journal of Advanced Research in Computer Science and Electronics Engineering
,,408,International Review of Administrative Sciences,,,1344,International Journal of Advanced Research in Computer Science and Software Engineering
,,409,International Review of Law and Economics,,,1345,International Journal of Advanced Research in Education & Technology
,,410,"International Review of Retail, Distribution and Consumer Research",,,1346,International Journal of Advanced Research in Education Technology and Management
,,411,International Review on Public and Nonprofit Marketing,,,1347,International Journal of Advanced Research in Electrical
,,412,International Small Business Journal,,,1348,International Journal of Advanced Research in Electronics and Communication Engineering
,,413,International Studies of Management & Organization,,,1349,International Journal of Advanced Research in Engineering & Management
,,414,International Tax and Public Finance,,,1350,International Journal of Advanced Research in Engineering and Science
,,415,International Transactions in Operational Research,,,1351,International Journal of Advanced Research in Innovative Discoveries in Engineering and Applications
,,416,Internationale Wirtschafts-Briefe (IWB),,,1352,International Journal of Advanced Research in Management
,,417,Internationales Steuerrecht (iStR),,,1353,International Journal of Advanced Research in Mechanical Engineering & Technology
,,418,Internationales Verkehrswesen,,,1354,International Journal of Advanced Research in Science and Technology
,,419,Intertax,,,1355,International Journal of Advanced Research in Science
,,420,IO management (fr¸her: IO new management) (eingestellt 2013),,,1356,International Journal of Advanced Research Trends in Engineering and Technology
,,421,IRZ - Zeitschrift f¸r Internationale Rechnungslegung,,,1357,International Journal of Advanced Science and Engineering Technology
,,422,Issues in Accounting Education,,,1358,International Journal of Advanced Scientific Research
,,423,Jahrbuch der Absatz- und Verbrauchsforschung (eingestellt 2009),,,1359,International Journal of Advanced Scientific Research & Development
,,424,Jahrbuch der KMU-Forschung und -Praxis,,,1360,International Journal of Advanced Technology and Engineering Research
,,425,Jahrbuch f¸r Wirtschaftswissenschaften - Review of Economics,,,1361,International Journal of Advanced Technology and Innovative Research
,,426,Jahrbuch Vertriebs- und Handelsmanagement (fr¸her: Jahrbuch Handelsmanagement) (eingestellt 2010),,,1362,International Journal of Advanced Technology and Science
,,427,Jahrb¸cher f¸r Nationalˆkonomie und Statistik: Journal of Economics and Statistics,,,1363,International Journal of Advanced Technology in Engineering and Science
,,428,JORS. Journal of the Operational Research Society (fr¸her: Operational Research Quarterly),,,1364,International Journal of Advanced Trends in Computer Applications
,,429,Journal for East European Management Studies,,,1365,International Journal of Advancement in Engineering Technology
,,430,Journal for General Philosophy of Science (Zeitschrift f¸r allgemeine Wissenschaftstheorie),,,1366,International Journal of Advancements in Mechanical and Aeronautical Engineering
,,431,Journal for Labour Market Research - Zeitschrift f¸r ArbeitsmarktForschung (fr¸her: Zeitschrift f¸r Arbeitsmarkt Forschung),,,1367,International Journal of Advancements in Research & Technology¬†
,,432,Journal of Academy of Business and Economics,,,1368,International Journal of Advances in Applied Mathematics and Mechanics
,,433,Journal of Accountancy,,,1369,International Journal of Advances in Engineering
,,434,Journal of Accounting & Organizational Change,,,1370,International Journal of Advances in Engineering & Technology
,,435,Journal of Accounting and Economics,,,1371,International Journal of Advances in Interdisciplinary Research
,,436,Journal of Accounting and Public Policy,,,1372,International Journal of Advances in Management and Economics
,,437,Journal of Accounting Education,,,1373,International Journal of Advances in Management
,,438,Journal of Accounting Literature,,,1374,International Journal of Advances in Mathematics
,,439,Journal of Accounting Research,,,1375,International Journal of Advances in Pharmaceutical Research
,,440,"Journal of Accounting, Auditing & Finance",,,1376,International Journal of Advances in Power Systems¬†
,,441,Journal of Advertising,,,1377,International Journal of Advances in Social Science and Humanities
,,442,Journal of Advertising Research JAR,,,1378,International Journal of Advent Research in Computer and Electronics
,,443,Journal of Applied Accounting Research,,,1379,International Journal of Aerospace and Mechanical Engineering
,,444,Journal of Applied Behavioral Science,,,1380,International Journal of Agricultural Sciences and Veterinary Medicine
,,445,Journal of Applied Business Research,,,1381,International Journal of Agricultural
,,446,Journal of Applied Corporate Finance,,,1382,International Journal of Agriculture and Biosciences
,,447,Journal of Applied Psychology,,,1383,International Journal of Agriculture and Crop Sciences
,,448,"Journal of Arts Management, Law, and Society",,,1384,International Journal of Agriculture and Environmental Research
,,449,Journal of Asset Management,,,1385,International Journal of Agriculture Innovations and Research
,,450,Journal of Banking & Finance,,,1386,International Journal of Agriculture
,,451,Journal of Behavioral and Experimental Economics,,,1387,International Journal of Agronomy & Plant Production
,,452,Journal of Behavioral Decision Making,,,1388,International Journal of All Research Education & Scientific Methods
,,453,Journal of Behavioral Finance,,,1389,International Journal of Application or Innovation in Engineering & Management
,,454,Journal of Brand Management,,,1390,International Journal of Applied and Pure Science and Agriculture
,,455,Journal of Business & Industrial Marketing,,,1391,International Journal of Applied Biology and Pharmaceutical Technology
,,456,Journal of Business and Psychology,,,1392,International Journal of Applied Dental Sciences
,,457,Journal of Business Economics (JBE) (fr¸her: Zeitschrift f¸r Betriebswirtschaft ZfB),,,1393,International Journal of Applied Economic Studies
,,458,Journal of Business Ethics,,,1394,International Journal of Applied Information Systems
,,459,Journal of Business Finance & Accounting,,,1395,International Journal of Applied Linguistics & English Literature
,,460,Journal of Business Logistics,,,1396,International Journal of Applied Pharmaceutical & Biological Research
,,461,Journal of Business Market Management (jbm),,,1397,International Journal of Applied Pharmaceutical Sciences and Biological Sciences
,,462,Journal of Business Research,,,1398,International Journal of Applied Research
,,463,Journal of Business Strategies,,,1399,International Journal of Applied Research & Studies
,,464,Journal of Business Strategy,,,1400,International Journal of Applied Research in Natural Products
,,465,Journal of Business Valuation and Economic Loss Analysis,,,1401,International Journal of Applied Science Engineering and Management
,,466,Journal of Business Venturing (JBV),,,1402,International Journal of Applied Sciences and Biotechnology
,,467,Journal of Business-to-Business Marketing,,,1403,International Journal of Applied Sciences and Engineering
,,468,Journal of Change Management,,,1404,International Journal of Architecture
,,469,Journal of Civil Society,,,1405,International Journal of Art and Humanity Science
,,470,Journal of Cleaner Production,,,1406,International Journal of Artificial Intelligence and Mechatronics
,,471,Journal of Combinatorial Optimization,,,1407,International Journal of Arts and Commerce
,,472,Journal of Communication,,,1408,International Journal of Arts and Entrepreneurship
,,473,Journal of Competence-based Strategic Management (fr¸her: Jahrbuch Strategisches Kompetenzmanagement),,,1409,International Journal of Arts Humanities and Social Sciences
,,474,Journal of Computational Finance,,,1410,International Journal of Arts
,,475,Journal of Computer-Mediated Communication (JCMC),,,1411,International Journal of Ayurveda and Pharma Research
,,476,Journal of Consumer Affairs,,,1412,International Journal of Ayurveda and Pharmaceutical Chemistry
,,477,Journal of Consumer Behaviour,,,1413,International Journal of Basic & Clinical Pharmacology
,,478,Journal of Consumer Marketing,,,1414,International Journal of Basic and Applied Science
,,479,Journal of Consumer Policy,,,1415,International Journal of Basic Medical Sciences and Pharmacy¬†
,,480,Journal of Consumer Psychology,,,1416,International Journal of Basic Sciences and Applied Computing
,,481,Journal of Consumer Research,,,1417,International Journal of Basic Sciences and Applied Research
,,482,"Journal of Consumer Satisfaction, Dissatisfaction and Complaining Behavior",,,1418,International Journal of Bio
,,483,Journal of Contemporary Accounting & Economics,,,1419,International Journal of Bioassays
,,484,Journal of Corporate Accounting and Finance,,,1420,International Journal of Biological & Pharmaceutical Research
,,485,Journal of Corporate Finance,,,1421,International Journal of Biological and Chemical Sciences
,,486,Journal of Credit Risk,,,1422,International Journal of Biology
,,487,Journal of Cross-Cultural Psychology,,,1423,International Journal of Biomedical Science
,,488,Journal of Cultural Economics,,,1424,International Journal of Biopharmaceutics
,,489,Journal of Customer Behaviour,,,1425,International Journal of Biosciences and Nanosciences
,,490,Journal of Data and Information Quality,,,1426,International Journal of Business and Administration Research Review
,,491,Journal of Decision Systems,,,1427,International Journal of Business and Commerce
,,492,Journal of Derivatives,,,1428,International Journal of Business and Information
,,493,Journal of Developmental Entrepreneurship,,,1429,International Journal of Business and Management Invention
,,494,Journal of East European Management Studies,,,1430,International Journal of Business and Social Research
,,495,Journal of Economic Behavior and Organization,,,1431,International Journal of Business Management and Commerce
,,496,Journal of Economic Dynamics & Control,,,1432,International Journal of Business Management and Economic Research
,,497,Journal of Economic Psychology,,,1433,International Journal of Business Management and Economic Studies
,,498,Journal of Economics & Business,,,1434,International Journal of Business Marketing and Management
,,499,Journal of Economics & Management Strategy,,,1435,International Journal of Business Quantitative Economics and Applied Management Research
,,500,Journal of Economics and Finance,,,1436,International Journal of Business Tourism & Applied Sciences
,,501,Journal of Electronic Commerce in Organizations,,,1437,International Journal of Case Studies
,,502,Journal of Electronic Commerce Research,,,1438,International Journal of Chemical and Pharmaceutical Sciences
,,503,Journal of Empirical Finance,,,1439,International Journal of Chemical Science and Technology
,,504,Journal of Engineering and Technology Management,,,1440,International Journal of Chemical Studies
,,505,Journal of Enterprise Information Management,,,1441,International Journal of Civil
,,506,Journal of Enterprising Culture,,,1442,International Journal of Clinical and Diagnostic Research
,,507,Journal of Entrepreneurial Finance and Business Ventures (fr¸her: Journal of Entrepreneurial and Small Business Finance) (eingestellt 2009),,,1443,International Journal of Clinical Cases and Investigations
,,508,Journal of Entrepreneurship,,,1444,International Journal of Collaborative Research on Internal Medicine & Public Health¬†
,,509,Journal of Entrepreneurship Education (JEE),,,1445,International Journal of Commerce and Management Research
,,510,Journal of Environmental Economics and Management,,,1446,International Journal of Communication and Computer Technologies
,,511,Journal of Environmental Management,,,1447,International Journal of Communication and Health
,,512,Journal of Environmental Planning and Management,,,1448,International Journal of Communication Networks and Information Security
,,513,Journal of Environmental Sustainability (eingestellt 2013),,,1449,International Journal of Comprehensive Research in Biological Sciences
,,514,Journal of European Public Policy,,,1450,International Journal of Computation and Applied Sciences
,,515,Journal of European Social Policy,,,1451,International Journal of Computational Engineering Research
,,516,Journal of Family Business Management,,,1452,International Journal of Computational Science
,,517,Journal of Family Business Strategy,,,1453,International Journal of Computer & Communication Engineering Research
,,518,Journal of Financial and Quantitative Analysis (JFQA),,,1454,International Journal of Computer & Electronics Research
,,519,Journal of Financial Econometrics,,,1455,International Journal of Computer and Information Technology
,,520,Journal of Financial Economics,,,1456,International Journal of Computer Application and Engineering Technology
,,521,Journal of Financial Intermediation,,,1457,International Journal of Computer Applications
,,522,Journal of Financial Markets,,,1458,International Journal of Computer Applications in Engineering Sciences
,,523,Journal of Financial Research,,,1459,International Journal of Computer Applications Technology and Research
,,524,Journal of Financial Services Marketing,,,1460,International Journal of Computer Engineering & Applications
,,525,Journal of Financial Services Research,,,1461,International Journal of Computer Engineering in Research Trends
,,526,Journal of Fixed Income,,,1462,International Journal of Computer Networks and Applications
,,527,Journal of Forecasting,,,1463,International Journal of Computer Networks and Communications Security
,,528,Journal of Forensic & Investigative Accounting,,,1464,International Journal of Computer Science & Communication Security
,,529,Journal of Futures Markets,,,1465,International Journal of Computer Science and Business Informatics
,,530,Journal of General Management,,,1466,International Journal of Computer Science and Communication Networks
,,531,Journal of Global Marketing,,,1467,International Journal of Computer Science and Information Security
,,532,Journal of Global Responsibility,,,1468,International Journal of Computer Science and Information Technologies
,,533,Journal of Health Economics,,,1469,International Journal of Computer Science and Management Studies
,,534,Journal of Health Services Research & Policy,,,1470,International Journal of Computer Science and Mobile Computing
,,535,Journal of Healthcare Management,,,1471,International Journal of Computer Science and Mobile Computing
,,536,Journal of Heuristics,,,1472,International Journal of Computer Science and Network
,,537,Journal of High Technology Management Research,,,1473,International Journal of Computer Science and Network Security
,,538,Journal of Human Resources (JHR),,,1474,International Journal of Computer Science and Software Engineering
,,539,Journal of Industrial Ecology,,,1475,International Journal of Computer Science and Technology
,,540,Journal of Industrial Economics,,,1476,International Journal of Computer Science and Telecommunications
,,541,Journal of Industrial Engineering,,,1477,International Journal of Computer Science Engineering
,,542,Journal of Industrial Relations (JIR),,,1478,International Journal of Computer Science Engineering and Technology
,,543,Journal of Information Systems,,,1479,International Journal of Computer Science Issues
,,544,Journal of Information Technology,,,1480,International Journal of Computer Science Trends and Technology
,,545,Journal of Information Technology Theory and Application (JITTA),,,1481,International Journal of Computer Science
,,546,Journal of Institutional and Theoretical Economics (JITE),,,1482,International Journal of Computer Systems
,,547,Journal of Intellectual Capital,,,1483,International Journal of Computer Technology and Applications
,,548,Journal of Interactive Marketing,,,1484,International Journal of Computer Technology and Electronics Engineering
,,549,Journal of International Accounting Auditing and Taxation,,,1485,International Journal of Computing Academic Research
,,550,Journal of International Accounting Research,,,1486,International Journal of Computing and Corporate Research
,,551,Journal of International Business and Economics (JIBE),,,1487,International Journal of Computing Science and Information Technology
,,552,Journal of International Business Studies JIBS,,,1488,International Journal of Conference Proceedings
,,553,Journal of International Entrepreneurship,,,1489,International Journal of Contemporary Applied Sciences
,,554,Journal of International Financial Management and Accounting,,,1490,International Journal of Contemporary Medical Research
,,555,"Journal of International Financial Markets, Institutions and Money",,,1491,International Journal of Contemporary Research and Review
,,556,Journal of International Management,,,1492,International Journal of Core Engineering and Management
,,557,Journal of International Marketing,,,1493,International Journal of Creative Research Thoughts
,,558,Journal of International Money and Finance,,,1494,International Journal of Creative Research Thoughts
,,559,Journal of Knowledge Management,,,1495,International Journal of Current Advanced Research
,,560,Journal of Labor Economics,,,1496,International Journal of Current Agricultural Sciences
,,561,Journal of Law & Economics,,,1497,International Journal of Current Business and Social Sciences
,,562,"Journal of Law, Economics, & Organization",,,1498,International Journal of Current Engineering Sciences
,,563,Journal of Leadership & Organizational Studies,,,1499,International Journal of Current Innovation Research¬†
,,564,Journal of Macromarketing,,,1500,International Journal of Current Medical and Pharmaceutical Research
,,565,Journal of Management (JOM),,,1501,International Journal of Current Medical Sciences
,,566,Journal of Management Accounting Research,,,1502,International Journal of Current Microbiology and Applied Sciences
,,567,Journal of Management and Governance,,,1503,International Journal of Current Multidisciplinary Studies
,,568,Journal of Management Control (fr¸her: Zeitschrift f¸r Planung und Unternehmenssteuerung),,,1504,International Journal of Current Pharmaceutical Review and Research
,,569,Journal of Management Education,,,1505,International Journal of Current Research
,,570,Journal of Management Information Systems,,,1506,International Journal of Current Research and Academic Review
,,571,Journal of Management Inquiry,,,1507,International Journal of Current Research and Review
,,572,Journal of Management Studies (JMS),,,1508,International Journal of Current Research in¬† Life Sciences
,,573,Journal of Managerial Issues,,,1509,International Journal of Current Research in Chemistry and Pharmaceutical Sciences
,,574,Journal of Managerial Psychology,,,1510,International Journal of Current Research in Multidisciplinary
,,575,Journal of Manufacturing Technology Management,,,1511,International Journal of Current Science
,,576,Journal of Marketing,,,1512,International Journal of Current Science and Technology
,,577,"Journal of Marketing Analytics (fr¸her: Journal of Targeting, Measurement and Analysis for Marketing)",,,1513,International Journal of Dental and Health Sciences
,,578,Journal of Marketing Channels,,,1514,International Journal of Dental Science and Innovative Research
,,579,Journal of Marketing Communications,,,1515,International Journal of Dermatopathology and Surgery
,,580,Journal of Marketing Education (jme),,,1516,International Journal of Development and Sustainability
,,581,Journal of Marketing Management,,,1517,International Journal of Development Research
,,582,Journal of Marketing Research,,,1518,International Journal of Digital Communication and Networks
,,583,Journal of Marketing Theory and Practice,,,1519,International Journal of Digital Library Services
,,584,Journal of Media Economics,,,1520,International Journal of Drug Development and Research
,,585,Journal of Modelling in Management,,,1521,International Journal of E-Computer Science Evolution
,,586,"Journal of Money, Credit and Banking (JMCB)",,,1522,International Journal of Economics and Finance
,,587,Journal of Multi-Criteria Decision Analysis,,,1523,International Journal of Economics and Research
,,588,"Journal of Neuroscience, Psychology, and Economics",,,1524,International Journal of Economics
,,589,Journal of Non Profit and Public Sector Marketing,,,1525,International Journal of Economics
,,590,Journal of Occupational and Organizational Psychology,,,1526,International Journal of Education and Applied Research
,,591,Journal of Operations Management,,,1527,International Journal of Education and Psychological Research
,,592,Journal of Organizational Behavior,,,1528,International Journal of Education and Research
,,593,Journal of Organizational Change Management,,,1529,International Journal of Education and Science Research Review
,,594,Journal of Organizational Computing and Electronic Commerce,,,1530,International Journal of Education and Social Science
,,595,Journal of Personnel Psychology (fr¸her: Zeitschrift f¸r Personalpsychologie),,,1531,International Journal of Educational Investigations
,,596,Journal of Policy Analysis and Management,,,1532,International Journal of Electrical and Electronics Engineers
,,597,Journal of Political Economy,,,1533,International Journal of Electrical Energy
,,598,Journal of Prediction Markets,,,1534,International Journal of Electrical
,,599,Journal of Product & Brand Management,,,1535,International Journal of Electrical
,,600,Journal of Product Innovation Management (JPIM),,,1536,International Journal of Electrochemical Science
,,601,Journal of Promotion Management,,,1537,International Journal of Electronics & Communication Technology
,,602,Journal of Property Investment and Finance,,,1538,International Journal of Electronics and Computer Science Engineering
,,603,Journal of Public Administration Research and Theory,,,1539,International Journal of Electronics and Information Engineering
,,604,Journal of Public Economic Theory,,,1540,International Journal of Electronics Communication and Computer Engineering
,,605,Journal of Public Economics,,,1541,International Journal of Electronics Communication and Computer Technology
,,606,Journal of Purchasing & Supply Management,,,1542,International Journal of Electronics
,,607,Journal of Real Estate Literature,,,1543,International Journal of Emerging Engineering Research and Technology
,,608,Journal of Real Estate Portfolio Management,,,1544,International Journal of Emerging Research in Management and Technology¬†
,,609,Journal of Real Estate Research (JRER),,,1545,International Journal of Emerging Science and Engineering¬†
,,610,Journal of Relationship Marketing,,,1546,International Journal of Emerging Sciences
,,611,Journal of Research in Marketing and Entrepreneurship,,,1547,International Journal of Emerging Technologies and Innovative Research
,,612,Journal of Retailing,,,1548,International Journal of Emerging Technology & Research
,,613,Journal of Retailing and Consumer Services,,,1549,International Journal of Emerging Technology and Advanced Engineering
,,614,Journal of Revenue and Pricing Management,,,1550,International Journal of Emerging Trends in Electrical and Electronics
,,615,Journal of Risk,,,1551,International Journal of Emerging Trends in Pharmaceutical Sciences
,,616,Journal of Risk and Insurance,,,1552,International Journal of Emerging Trends in Research
,,617,Journal of Risk and Uncertainty,,,1553,International Journal of Emerging Trends in Science and Technology
,,618,Journal of Risk Finance,,,1554,International Journal of Energy & Technology
,,619,Journal of Scheduling,,,1555,International Journal of Energy and Water Resources
,,620,Journal of Service Management,,,1556,International Journal of Engineering & Science Research
,,621,Journal of Service Research - JSR,,,1557,International Journal of Engineering & Technology
,,622,Journal of Services Marketing,,,1558,International Journal of Engineering and Advanced Research Technology
,,623,Journal of Small Business and Enterprise Development (JSBED),,,1559,International Journal of Engineering and Advanced Technology
,,624,Journal of Small Business and Entrepreneurship,,,1560,International Journal of Engineering and Applied Sciences
,,625,Journal of Small Business Management (JSBM),,,1561,International Journal of Engineering and Applied Sciences
,,626,Journal of Small Business Strategy,,,1562,International Journal of Engineering and Computer Science
,,627,Journal of Strategic Marketing,,,1563,International Journal of Engineering and Innovative Technology
,,628,Journal of Strategy and Management,,,1564,International Journal of Engineering and Management Research
,,629,Journal of Supply Chain Management,,,1565,International Journal of Engineering and Science
,,630,Journal of Taxation,,,1566,International Journal of Engineering and Science Invention
,,631,Journal of the Academy of Marketing Science,,,1567,International Journal of Engineering and Technology
,,632,Journal of the ACM (JACM),,,1568,International Journal of Engineering Applied Science and Technology
,,633,Journal of the Association for Information Systems (JAIS),,,1569,International Journal of Engineering Associates
,,634,Journal of the European Economic Association,,,1570,International Journal of Engineering Development and Research
,,635,Journal of Travel & Tourism Marketing,,,1571,International Journal of Engineering Innovations and Research
,,636,Journal of Vocational Behavior,,,1572,International Journal of Engineering Inventions
,,637,Journal of World Business,,,1573,International Journal of Engineering Maths and Computer Science
,,638,JPP&M Journal of Public Policy & Marketing,,,1574,International Journal of Engineering Research
,,639,JPSSM - Journal of Personal Selling & Sales Management,,,1575,International Journal of Engineering Research & Management
,,640,KMPR. Knowledge Management Research & Practice,,,1576,International Journal of Engineering Research & Science
,,641,KoR. IFRS: Internationale und kapitalmarktorientierte Rechnungslegung,,,1577,International Journal of Engineering Research & Technology
,,642,kˆsdi. Kˆlner Steuerdialog,,,1578,International Journal of Engineering Research and Applications
,,643,K¸nstliche Intelligenz - KI,,,1579,International Journal of Engineering Research and Computer Science
,,644,Kyklos,,,1580,International Journal of Engineering Research and Development
,,645,Labour Economics,,,1581,International Journal of Engineering Research and General Science
,,646,Leadership,,,1582,International Journal of Engineering Research and Science & Technology
,,647,Leadership Quarterly,,,1583,International Journal of Engineering Research and Sports Science
,,648,Lecture Notes in Business Information Processing,,,1584,International Journal of Engineering Researches and Management Studies
,,649,Lecture Notes in Computer Science (LNCS),,,1585,International Journal of Engineering Science & Advanced Technology
,,650,Lecture Notes in Informatics (LNI) (Proceedings),,,1586,International Journal of Engineering Science and Computing
,,651,Local Government Studies,,,1587,International Journal of Engineering Science and Generic Research
,,652,Logistics Research,,,1588,International Journal of Engineering Science and Innovative Technology
,,653,Long Range Planning,,,1589,International Journal of Engineering Science Invention-Research & Development
,,654,Management (fr¸her: Management online),,,1590,International Journal of Engineering Science Technology And Research
,,655,Management Accounting Quarterly,,,1591,International Journal of Engineering Sciences & Management
,,656,Management Accounting Research,,,1592,International Journal of Engineering Sciences & Research Technology
,,657,Management and Organisation Review,,,1593,International Journal of Engineering Studies and Technical Approach
,,658,Management Decision,,,1594,International Journal of Engineering Technologies and Management Research
,,659,Management Information Systems Quarterly (MISQ),,,1595,International Journal of Engineering Technology and Computer Research
,,660,Management International Review,,,1596,International Journal of Engineering Technology and Management
,,661,Management Learning,,,1597,International Journal of Engineering Technology and Scientific Innovation
,,662,Management of Environmental Quality: An International Journal,,,1598,International Journal of Engineering Technology
,,663,Management Research Review (fr¸her: Management Research News),,,1599,International Journal of Engineering Trends and Applications
,,664,Management Review Quarterly (fr¸her: Journal f¸r Betriebswirtschaft JfB),,,1600,International Journal of Engineering Trends and Technology
,,665,management revue - Socio-economic Studies (fr¸her: management revue - The international Review of Management Studies),,,1601,International Journal of Engineering
,,666,Management Science,,,1602,International Journal of Engineering
,,667,Managementforschung,,,1603,International Journal of English and Education
,,668,Managerial and Decision Economics,,,1604,International Journal of English Language 
,,669,Managerial Auditing Journal,,,1605,International Journal of English Language & Translation Studies
,,670,Managing Service Quality,,,1606,International Journal of English Language
,,671,Manufacturing & Service Operations Management (M&SOM),,,1607,International Journal of English Research
,,672,Marketing Health Services (fr¸her: Journal of Health Care Marketing),,,1608,International Journal of Enterprise Computing and Business Systems
,,673,Marketing Intelligence & Planning,,,1609,International Journal of Environment
,,674,Marketing Letters,,,1610,International Journal of Environment
,,675,Marketing Review St. Gallen,,,1611,International Journal of Environmental & Agriculture Research
,,676,Marketing Science,,,1612,International Journal of Environmental Science and Development
,,677,Marketing Theory,,,1613,International Journal of Eurasia Social Sciences
,,678,Marketing Theory and Applications (Proceedings of the AMA Winter Educators&#039; Conference ),,,1614,International Journal of Farming and Allied Sciences
,,679,Marketing. ZFP - Journal of Research and Management (fr¸her: Zeitschrift f¸r Forschung und Praxis (Marketing ZFP),,,1615,International Journal of Fauna and Biological Studies
,,680,Mathematical Finance,,,1616,International Journal of Fisheries and Aquatic Studies
,,681,Mathematical Methods of Operations Research,,,1617,International Journal of Food and Nutritional Sciences
,,682,Mathematical Programming,,,1618,International Journal of Fundamental & Applied Sciences
,,683,Mathematics of Operations Research,,,1619,International Journal of Global Communications
,,684,McKinsey Quarterly,,,1620,International Journal of Global Ideas
,,685,Medical Care,,,1621,International Journal of Governance
,,686,Medical Decision Making,,,1622,International Journal of Green and Herbal Chemistry
,,687,Medienwirtschaft - Zeitschrift f¸r Medienmanagement und Kommunikationsˆkonomie,,,1623,International Journal of Health Medicine and Current Research
,,688,MIS Quarterly Executive,,,1624,International Journal of Health Research
,,689,MIT Sloan Management Review,,,1625,International Journal of Health Research in Modern Integrated Medical Sciences
,,690,Multinational Business Review,,,1626,International Journal of Health Sciences and Research
